name,Summary,actors,director,BigCategory,SmallCategory,Category,runningtime,SMRY
인랑,,"강동원,한효주,정우성,김무열,최민호,한예리,신은수,허준호",,영화,SF/환타지,영화,137,"2029년 통일정부 계획을 선언한 한국은 혼돈에 휩싸여있다. 이에 무장 테러단체 섹트가 활약하고, 정부는 이를 막기 위한 특기대를 창설한다. 특기대에서 인간병기로 길러진 중경은 조직에 의해 혹은 조직을 위해 권력기관 암투에 휘말린다."
신천녀유혼2:원령대전,,"팽옹사,뤄샤오이",,영화,SF/환타지,영화,1,자신 대신 죽은 영채신을 잊지 못한 섭소천은 보물 태현경의 신비한 힘을 통해 800년 전으로 돌아가 영채신의 전생 진양명을 만난다. 수천 년간 이어진 인간과 원령의 전쟁을 막고 평화를 꿈꾸는 진양명. 진양명과 섭소천은 함께 원령의 왕 흑산을 찾아가 평화를 제안하는데..
마녀 배달부 키키,,"코시바 후우카,오노 마치코,미야자와 리에,히로타 료헤이,야마모토 히로시,츠츠이 미치타카,카나자와 미호,아사노 타다노부",,영화,SF/환타지,영화,104,"마녀들의 규칙, 낯선 마을에서 1년 동안 살기. 13살 꼬마 마녀 키키는 그 규칙을 지키기 위해 검은 고양이 지지와 함께 빗자루 여행을 떠난다. 해안가에 위치한 마을 코리코에 도착한 키키는 빵집을 운영하는 소노와 하늘을 나는 것이 꿈인 톤보를 만나게 된다."
다이노소어 아일랜드,,"다리우스 윌리엄스,케이트 라스뮤센,이사벨라 드루몬드,줄리엣 프레데릭,폴 패가더스,니콜 야들리,조 비스타부스",,영화,SF/환타지,영화,78,"여름방학을 맞아 LA로 가던 중 비행기 추락으로 인해 낯선 섬에 떨어진 루카스. 다른 생존자를 찾던 중 루카스는 케이트를 만나고, 그녀를 통해 이 섬은 장소를 막론하고 모든 것을 빨아들이고 위협한다는 신기한 이야기를 듣게 되는데..."
캡틴 아메리카3 시빌워,,"크리스 에반스,로버트 다우니 주니어,스칼렛 요한슨,세바스찬 스탠",,영화,SF/환타지,영화,0,어벤져스와 관련된 사고로 부수적인 피해가 일어나자 정부는 어벤져스를 관리하고 감독하는 시스템인 일명 슈퍼히어로 등록제를 내놓는다. 어벤져스 내부는 찬성파와 이전처럼 정부의 개입 없이 자유롭게 인류를 보호해야 한다는 반대파로 나뉘어 대립하기 시작하는데...
인천스텔라,,"손이용,강소연,정광우,권수진,조근직,서현민",,영화,SF/환타지,영화,1,"여기는 갬성(STARGAM). 지구로부터 아주 멀리 떨어져 있는 별입니다. 27년 전, 우주로부터 도착한 정체불명의 구조신호. 그 목소리는 자신이 있는 곳인 갬성(STARGAM)에 닿을 수 있는 유일한 우주선 인천스텔라의 설계도를 남겼다."
스파이더맨,,"토비맥과이어,윌렘데포,커스틴던스트,제임스 프랭코",,영화,SF/환타지,영화,0,"평범하고 내성적인 학생 피터 파커, 그는 우연히 유전자가 조작된 슈퍼거미에 물린다. 그 후, 피터는 거미와 같은 능력을 갖게 되고 짝사랑하던 메리 제인의 관심을 끌기 위해 멋진 스포츠카를 구입하는 데에 초능력을 처음 사용하는데..."
인어공주 이야기,,"케이틀린 카미첼,제리 오코넬",,영화,SF/환타지,영화,92,"할아버지가 사는 해안 마을로 이사 온 소녀 라이언. 어느 날 라이언 앞에 전설 속 인어공주가 나타나고, 자신을 코럴이라고 소개한 인어공주와 라이언은 서로에게 조금씩 마음을 열며 지상과 바다를 오가는 특별한 우정을 쌓아가는데..."
인셉션,,"레오나르도 디카프리오,와타니베 켄,조셉 고든 래빗,조셉 고든 레빗",,영화,SF/환타지,영화,0,본 콘텐츠는 평생소장 콘텐츠로 서비스 해지 시까지 시청이 가능합니다. 드림머신이라는 기계로 타인의 꿈과 접속해 생각을 빼낼 수 있는 미래사회. 우연한 사고로 국제적인 수배자가 된 돔 코브는 기업간의 전쟁 덕에 모든 것을 되찾을 기회를 얻게 되는데...
유체이탈자,,"윤계상,박용우,임지연,박지환,유승목,이성욱,서현우,이운산,정윤하,백도겸,김영성,최동구,우강민",,영화,SF/환타지,영화,108,"교통사고 현장에서 눈을 뜬 한 남자. 거울에 비친 낯선 얼굴과 이름, 자신이 누구인지 기억이 나지 않는다. 또 바뀌었어. 낮에도 바뀌더니 밤에도 또. 잠시 후, 또 다른 사람의 몸에서 깨어난 남자. 그는 12시간마다 몸이 바뀐다는 사실을 깨닫게 되는데..."
안녕까지 30분,,"키타무라 타쿠미,아라타 마켄유,쿠보타 사유,하야마 쇼노",,영화,SF/환타지,영화,1,"혼자가 편한 취준생 소타. 우연히 발견한 낡은 카세트테이프의 PLAY 버튼을 누르는 순간, 1년 전 세상을 떠난 밴드 에콜의 보컬 아키의 영혼이 소타의 몸으로 들어온다. 아키는 카세트테이프의 한 면이 재생되는 30분 동안 소타의 몸을 빌릴 수 있다는 사실을 알게 된다."
백설공주 또다른이야기,,"엘리자 베넷,제인 마치,제이미 토마스 킹,오토 얀코비치",,영화,SF/환타지,영화,0,"왕비의 계락으로 백설공주는 죽게된다. 왕자는 그 사실을 알고 큰 슬픔에 빠지지만 왕자가 독이 든 반지 대신 자기 어머니의 반지를 공주에게 끼워주자 공주는 눈을 뜬다. 백설공주와 왕자, 그리고 엘프들은 마지막으로 온 힘을 다해 왕비를 없앨 준비를 시작하는데..."
유랑지구2,,"유덕화,오경",,영화,SF/환타지,영화,173,"서비스 해지 시까지 시청 가능. 태양계 소멸의 위기를 맞은 인류는 지구 표면에 거대한 엔진을 달아 궤도를 옮기는 유랑지구 프로젝트에 돌입한다. 하지만, 데이터베이스로 영생을 가지려는 디지털 라이프와 대립하게 되며 프로젝트는 난관에 부딪히게 되는데..."
딜문: 흡혈종족과의 전투,,"여명,박은혜,이나영",,영화,SF/환타지,영화,1,과학자인 장배송 박사는 전쟁으로 갈 수 있는 시공이동장치를 개발하고 자신의 딸 남홍을 실험대상으로 선택하며 언론에 공개한다. 그러나 실험 도중 사이비 종교집단 탈로의 교주 이세신에 의해 실험실이 폭발해 그의 딸 남홍은 전쟁공간 딜문에 갇혀 돌아오지 못하는데...
인어공주: 매직어드벤처,,"윌리암 모즐리,포피 드레이튼,로레토 페랄타,아르만도 구티에레즈,셜리 맥클레인",,영화,SF/환타지,영화,1,"병약한 여 조카 엘을 위해 전국에 소문이 퍼진 마법의 물약을 찾아 미시시피로 떠난 젊은 기자 캠 해리슨. 도착 후, 진짜 인어공주가 나온다는 서커스 공연을 본 캠은 의심을 품지만, 그후 인어공주 엘리자베스의 다리가 수중에서 물고기 꼬리로 변하는 것을 보게 되는데..."
시크릿 카운터,,"나카무라 토모야,이시바시 시즈카,타치바나 에리,야마나카 소우,칸노 리오,마츠우라 유야,쿠사노 이니,야나기 에리사",,영화,SF/환타지,영화,1,"돈이 없나요? 갈 곳이 없나요? 살아갈 의지를 잃었나요? 우리 마을로 오세요! 모두를 환영합니다. 힘들게 일하지 않아도 의식주 평생 보장! 들어오는 것도, 나가는 것도 당신의 자유예요. 하지만 깨닫게 될 겁니다. 이곳을 떠날 필요가 없다는 걸!"
헝거,,"김유나,하시연",,영화,SF/환타지,영화,67,"서비스 해지 시까지 시청 가능. 라디오를 켜면 너를 만날 수 있을까? 부유한 빌딩 도시 속 삶은 여유롭다. 하지만 유지는 행복하지 않다. 가난한 이들이 산다는 하촌에 가면 의미를 찾을 수 있을까? 그러던 어느 날, 유지의 권태로운 하루하루가 뒤집히는데..."
말레피센트 2,,"안젤리나 졸리,엘르 페닝,미셀 파이퍼,치웨텔 에지오프,샘 라일리,해리스 딕킨슨,에드 스크레인,주노 템플,레슬리 맨빌,이멜다 스턴톤,데이빗 가이시",,영화,SF/환타지,영화,144,본 콘텐츠는 더빙+부가영상이 함께 제공되며 서비스 해지 시까지 시청 가능합니다. 더빙판 종료 후 01:59:19부터 부가영상을 감상하실 수 있습니다.
배트맨 대 슈퍼맨 저스티스의 시작,,"헨리 카빌,벤 애플렉,에이미 아담스,로렌스 피시번,제시 아이젠버그,제레미 아이언스,홀리 헌터,갤 가돗",,영화,SF/환타지,영화,0,"배트맨 대 슈퍼맨 저스티스의 시작. 본 콘텐츠는 부가영상이 함께 제공되는 평생소장 상품으로 서비스 해지 시까지 시청이 가능하며, 본편 종료 후 2시간 31분부터 부가영상이 시작됩니다. 슈퍼맨과 조드 장군의 격렬한 전투 이후 메트로폴리스는 파괴되었는데..."
신과함께 죄와벌,,"하정우,차태현,주지훈,김향기,김동욱,마동석,오달수,임원희",,영화,SF/환타지,영화,2,"화재 사고 현장에서 여자아이를 구하고 죽음을 맞이한 소방관 자홍. 그의 앞에 저승차사 해원맥과 덕춘이 나타나 정의로운 망자이자 귀인이라며 그를 치켜세운다. 저승 법에 의하면, 모든 인간은 사후 49일 동안 7번의 재판을 거쳐야만 새로운 삶을 시작할 수 있다는데..."
투모로우랜드,,"조지 클루니,휴 로리,브릿 로버트슨,래피 캐시디",,영화,SF/환타지,영화,0,선택 받은 자만이 들어갈 수 있는 평행세계 천재들이 창조한 또다른 세계가 열린다. 선택 받은 자만이 들어갈 수 있는 평행 세계 투모로우랜드. 현명하고 호기심 많은 십대 소녀 케이시는 우연히 투모로우랜드의 티켓인 핀 을 줍게 되는데...
백설공주,,"릴리 콜린스,줄리아 로버츠,아미 해머",,영화,SF/환타지,영화,106,"이기면 왕자, 지면 독사과. 새 왕비를 맞이한 왕이 어느날 갑자기 사라지고, 왕비의 사치로 왕국은 파산 위기에 처한다. 왕비는 훈훈한 외모와 부유한 경제력을 갖춘 발렌시아 왕국의 앤드류 왕자와 결혼해 인생역전을 꿈꾼다. 하지만 왕자는 백설공주에게 첫눈에 반하는데..."
블레이드 러너 2049,,"라이언 고슬링,해리슨 포드,아나 디 아르마스,실비아 획스,자레드 레토,데이브 바티스타,로빈 라이트,맥켄지 데이비스",,영화,SF/환타지,영화,163,"인간의 통제를 벗어난 리플리컨트를 쫓는 블레이드 러너 K. 임무 수행 도중 약 30년 전 여자 리플리컨트의 유골을 발견하게 되고, 경찰 조직은 리플리컨트가 출산까지 가능하다는 사실이 알려지면 사회에 큰 혼란이 야기되므로 덮으려는데..."
해리포터와죽음의성물 2부,,"다니엘 래드클리프,엠마 왓슨,루퍼트 그린트,보니 라이트,랄프 파인즈,톰 펠튼,헬레나 본햄 카터,앨런 릭먼",,영화,SF/환타지,영화,0,본 콘텐츠는 평생소장 콘텐츠로 서비스 해지 시까지 시청이 가능합니다. 해리포터와죽음의성물2부. 덤블도어 교장이 남긴 죽음의 성물의 단서를 쫓던 해리 포터는 볼드모트가 그토록 찾아 다닌 절대적 힘을 가진 지팡이의 비밀을 통해 드디어 마지막 퍼즐을 완성하는데...
약속의 네버랜드,,"하마베 미나미,죠 카이리,이타가키 리히토",,영화,SF/환타지,영화,119,"서비스 해지 시까지 시청 가능. 외부와 완전히 단절된 그레이스 필드 하우스 고아원. 평화롭고 완벽해 보이는 이곳엔 끔찍한 비밀이 숨겨져 있다. 그 비밀을 알게 된 엠마, 노먼, 레이는 아이들을 모두 데리고 탈출하기로 결심하지만 총책임자 마마는 절대 호락호락하지 않다."
어쩌다 옥탑방,,"주효준,홍석우,배은우",,영화,SF/환타지,영화,69,"지구인들이 벌이는 범죄를 외계인들이 응징하며, 더불어 살아가는 모습을 그린 SF 판타지."
아이언 맨2,,"로버트 아우니 주니어,기네스 팰트로우,미키 루크,스칼렛 요한슨,미키 루크,샘 록웰,사무엘 L. 잭슨,클락 그레그",,영화,SF/환타지,영화,0,"전세계가 기다린 최고의 블록버스터. 토니 스타크는 기자회견을 통해 자신이 아이언맨이라고 정체를 밝힌 이후, 정부로부터 아이언맨 수트를 국가에 귀속시키라는 압박을 받지만 이를 거부한 채 더욱 화려하고 주목 받는 나날을 보내는데..."
퇴마 포송령: 천녀유혼전,,"성룡,원경천,종초희,임백굉,린펑,교삼,원경단",,영화,SF/환타지,영화,109,"요괴 이야기로 아이들을 놀리는 재미로 살아가는 포송령. 그는 마을 소녀들이 사라진다는 소문을 듣고, 기상천외 요괴들과 함께 사건을 추적하기 시작한다. 음양의 붓으로 퇴마를 시도하지만 미녀 요괴에게 번번이 당하고 인간과 미녀 요괴의 기이한 사랑을 알게 되는데…"
아바타,,"샘 워싱턴,시고니 위버,조 샐데이너,스티븐 랭",,영화,SF/환타지,영화,0,하반신이 마비된 전직 해병대원 제이크 설리는 아바타 프로그램에 참가할 것을 제안받아 판도라에 위치한 인간 주둔 기지로 향한다. 그곳에서 자신의 아바타를 통해 자유롭게 걸을 수 있게 된 그는 자원 채굴을 막으려는 나비의 무리에 침투하라는 임무를 부여받는데...
트랜스포머,,"샤이아 라포브,타이레스,조쉬 더하멜,메간 폭스",,영화,SF/환타지,영화,0,"본 콘텐츠는 평생소장 콘텐츠로 서비스 해지 시까지 시청이 가능합니다. 인류의 미래를 좌우할 거대 에너지원을 찾는 데 결정적 열쇠를 지닌 주인공 샘. 어느 날 밤, 자신의 낡은 자동차가 거대한 로봇으로 변신하는 놀라운 현장을 목격하는데..."
인터프리터: 지구 침공의 시작,,"레이첼 킬리안,소피아 퍼거슨,크리스토퍼 크리사",,영화,SF/환타지,영화,1,"놈들이 움직이기 시작했다 중동 지역에서 군사 작전을 수행하던 마크. 하지만 기이한 사고를 당한 후 친구를 잃고, 기억을 잃고 미국으로 돌아온다. 그리고 설렌이라는 작은 마을에서 새출발을 하려고 하는데..."
루시드 드림,,"고수,설경구,박유천,강혜정,박인환,천호진,진석호,이석",,영화,SF/환타지,영화,0,"서비스 해지시까지 시청 가능. 범인도 단서도 오직 꿈 속에 있다. 대기업 비리 고발 전문 기자 대호는 3년 전 계획적으로 납치된 아들을 찾기 위해 루시드 드림을 이용, 과거의 기억으로 가 범인의 단서를 추적하는데..."
매트릭스,,"키아누 리브스,로렌스 피시번,캐리 앤 모스,휴고 위빙,글로리아 포스터,조 판토리아노",,영화,SF/환타지,영화,0,"워쇼스키 남매 감독의 매트릭스 신화 그 첫번째. 꿈에서 깨어난 자들, 그들이 세상을 지배한다. 가상 현실의 꿈에서 깨어난 유일한 인간들이 생존해 있는 곳. 그곳엔 AI에게 인류 역사상 가장 위험한 인간으로 알려진 모피어스와 그와 더불어 AI에 맞서 싸우는 동료들이 있다."
